id,league,name,display_name,team_id,status,source_url,last_verified_utc,notes
phoenix_mercury_kiana_williams,WNBA,Kiana Williams,Kiana Williams,phoenix_mercury,active_candidate,https://mercury.wnba.com/roster,2026-06-15T19:56:11.160049+00:00,official_roster_text_review_required
phoenix_mercury_kyara_linskens,WNBA,Kyara Linskens,Kyara Linskens,phoenix_mercury,active_candidate,https://mercury.wnba.com/roster,2026-06-15T19:56:11.160147+00:00,official_roster_text_review_required
phoenix_mercury_lexi_held,WNBA,Lexi Held,Lexi Held,phoenix_mercury,active_candidate,https://mercury.wnba.com/roster,2026-06-15T19:56:11.159985+00:00,official_roster_text_review_required
phoenix_mercury_marta_suarez,WNBA,Marta Suarez,Marta Suarez,phoenix_mercury,active_candidate,https://mercury.wnba.com/roster,2026-06-15T19:56:11.160224+00:00,official_roster_text_review_required
phoenix_mercury_monique_akoa_makani,WNBA,Monique Akoa Makani,Monique Akoa Makani,phoenix_mercury,active_candidate,https://mercury.wnba.com/roster,2026-06-15T19:56:11.159922+00:00,official_roster_text_review_required
phoenix_mercury_natasha_mack,WNBA,Natasha Mack,Natasha Mack,phoenix_mercury,active_candidate,https://mercury.wnba.com/roster,2026-06-15T19:56:11.159885+00:00,official_roster_text_review_required
phoenix_mercury_quionche_carter,WNBA,Quionche Carter,Quionche Carter,phoenix_mercury,active_candidate,https://mercury.wnba.com/roster,2026-06-15T19:56:11.160016+00:00,official_roster_text_review_required
phoenix_mercury_sami_whitcomb,WNBA,Sami Whitcomb,Sami Whitcomb,phoenix_mercury,active_candidate,https://mercury.wnba.com/roster,2026-06-15T19:56:11.160192+00:00,official_roster_text_review_required
phoenix_mercury_valeriane_ayayi,WNBA,Valeriane Ayayi,Valeriane Ayayi,phoenix_mercury,active_candidate,https://mercury.wnba.com/roster,2026-06-15T19:56:11.159955+00:00,official_roster_text_review_required
portland_fire_bridget_carleton,WNBA,Bridget Carleton,Bridget Carleton,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336642+00:00,official_roster_text_review_required
portland_fire_carla_leite,WNBA,Carla Leite,Carla Leite,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336522+00:00,official_roster_text_review_required
portland_fire_emily_engstler,WNBA,Emily Engstler,Emily Engstler,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336838+00:00,official_roster_text_review_required
portland_fire_frieda_buhner,WNBA,Frieda Buhner,Frieda Buhner,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336805+00:00,official_roster_text_review_required
portland_fire_holly_winterburn,WNBA,Holly Winterburn,Holly Winterburn,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336939+00:00,official_roster_text_review_required
portland_fire_jordan_harrison,WNBA,Jordan Harrison,Jordan Harrison,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336572+00:00,official_roster_text_review_required
portland_fire_karlie_samuelson,WNBA,Karlie Samuelson,Karlie Samuelson,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336904+00:00,official_roster_text_review_required
portland_fire_luisa_geiselsoder,WNBA,Luisa Geiselsoder,Luisa Geiselsoder,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336740+00:00,official_roster_text_review_required
portland_fire_megan_gustafson,WNBA,Megan Gustafson,Megan Gustafson,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336773+00:00,official_roster_text_review_required
portland_fire_nyadiew_puoch,WNBA,Nyadiew Puoch,Nyadiew Puoch,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336707+00:00,official_roster_text_review_required
portland_fire_sarah_ashlee_barker,WNBA,Sarah Ashlee Barker,Sarah Ashlee Barker,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336609+00:00,official_roster_text_review_required
portland_fire_serah_williams,WNBA,Serah Williams,Serah Williams,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336870+00:00,official_roster_text_review_required
portland_fire_teja_oblak,WNBA,Teja Oblak,Teja Oblak,portland_fire,active_candidate,https://fire.wnba.com/roster,2026-06-15T19:56:11.336674+00:00,official_roster_text_review_required
seattle_storm_awa_fam,WNBA,Awa Fam,Awa Fam,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442409+00:00,official_roster_text_review_required
seattle_storm_dominique_malonga,WNBA,Dominique Malonga,Dominique Malonga,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442478+00:00,official_roster_text_review_required
seattle_storm_ezi_magbegor,WNBA,Ezi Magbegor,Ezi Magbegor,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442443+00:00,official_roster_text_review_required
seattle_storm_flau_jae_johnson,WNBA,Flau'jae Johnson,Flau'jae Johnson,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442271+00:00,official_roster_text_review_required
seattle_storm_jade_melbourne,WNBA,Jade Melbourne,Jade Melbourne,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442342+00:00,official_roster_text_review_required
seattle_storm_jordan_horston,WNBA,Jordan Horston,Jordan Horston,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442546+00:00,official_roster_text_review_required
seattle_storm_katie_lou_samuelson,WNBA,Katie Lou Samuelson,Katie Lou Samuelson,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442619+00:00,official_roster_text_review_required
seattle_storm_mackenzie_holmes,WNBA,Mackenzie Holmes,Mackenzie Holmes,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442657+00:00,official_roster_text_review_required
seattle_storm_natisha_hiedeman,WNBA,Natisha Hiedeman,Natisha Hiedeman,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442217+00:00,official_roster_text_review_required
seattle_storm_stefanie_dolson,WNBA,Stefanie Dolson,Stefanie Dolson,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442581+00:00,official_roster_text_review_required
seattle_storm_taina_mair,WNBA,Taina Mair,Taina Mair,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442511+00:00,official_roster_text_review_required
seattle_storm_taylor_thierry,WNBA,Taylor Thierry,Taylor Thierry,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442307+00:00,official_roster_text_review_required
seattle_storm_zia_cooke,WNBA,Zia Cooke,Zia Cooke,seattle_storm,active_candidate,https://storm.wnba.com/roster,2026-06-15T19:56:11.442376+00:00,official_roster_text_review_required
toronto_tempo_brittney_sykes,WNBA,Brittney Sykes,Brittney Sykes,toronto_tempo,active_candidate,https://tempo.wnba.com/roster,2026-06-15T19:56:10.221668+00:00,official_roster_text_review_required
toronto_tempo_isabelle_harrison,WNBA,Isabelle Harrison,Isabelle Harrison,toronto_tempo,active_candidate,https://tempo.wnba.com/roster,2026-06-15T19:56:10.221689+00:00,official_roster_text_review_required
toronto_tempo_julie_allemand,WNBA,Julie Allemand,Julie Allemand,toronto_tempo,active_candidate,https://tempo.wnba.com/roster,2026-06-15T19:56:10.221710+00:00,official_roster_text_review_required
toronto_tempo_kia_nurse,WNBA,Kia Nurse,Kia Nurse,toronto_tempo,active_candidate,https://tempo.wnba.com/roster,2026-06-15T19:56:10.221628+00:00,official_roster_text_review_required
toronto_tempo_kiki_rice,WNBA,Kiki Rice,Kiki Rice,toronto_tempo,active_candidate,https://tempo.wnba.com/roster,2026-06-15T19:56:10.221494+00:00,official_roster_text_review_required
toronto_tempo_laura_juskaite,WNBA,Laura Juskaite,Laura Juskaite,toronto_tempo,active_candidate,https://tempo.wnba.com/roster,2026-06-15T19:56:10.221530+00:00,official_roster_text_review_required
toronto_tempo_maria_conde,WNBA,Maria Conde,Maria Conde,toronto_tempo,active_candidate,https://tempo.wnba.com/roster,2026-06-15T19:56:10.221610+00:00,official_roster_text_review_required
toronto_tempo_marina_mabrey,WNBA,Marina Mabrey,Marina Mabrey,toronto_tempo,active_candidate,https://tempo.wnba.com/roster,2026-06-15T19:56:10.221550+00:00,official_roster_text_review_required
toronto_tempo_nyara_sabally,WNBA,Nyara Sabally,Nyara Sabally,toronto_tempo,active_candidate,https://tempo.wnba.com/roster,2026-06-15T19:56:10.221590+00:00,official_roster_text_review_required
toronto_tempo_temi_fagbenle,WNBA,Temi Fagbenle,Temi Fagbenle,toronto_tempo,active_candidate,https://tempo.wnba.com/roster,2026-06-15T19:56:10.221648+00:00,official_roster_text_review_required
toronto_tempo_teonni_key,WNBA,Teonni Key,Teonni Key,toronto_tempo,active_candidate,https://tempo.wnba.com/roster,2026-06-15T19:56:10.221571+00:00,official_roster_text_review_required
toronto_tempo_tima_pouye,WNBA,Tima Pouye,Tima Pouye,toronto_tempo,active_candidate,https://tempo.wnba.com/roster,2026-06-15T19:56:10.221729+00:00,official_roster_text_review_required
washington_mystics_alicia_florez,WNBA,Alicia Florez,Alicia Florez,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304378+00:00,official_roster_text_review_required
washington_mystics_angela_dugalic,WNBA,Angela Dugalic,Angela Dugalic,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304558+00:00,official_roster_text_review_required
washington_mystics_cassandre_prosper,WNBA,Cassandre Prosper,Cassandre Prosper,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304493+00:00,official_roster_text_review_required
washington_mystics_cotie_mcmahon,WNBA,Cotie McMahon,Cotie McMahon,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304536+00:00,official_roster_text_review_required
washington_mystics_darianna_littlepage_buggs,WNBA,Darianna Littlepage-Buggs,Darianna Littlepage-Buggs,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304424+00:00,official_roster_text_review_required
washington_mystics_georgia_amoore,WNBA,Georgia Amoore,Georgia Amoore,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304446+00:00,official_roster_text_review_required
washington_mystics_kiki_iriafen,WNBA,Kiki Iriafen,Kiki Iriafen,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304602+00:00,official_roster_text_review_required
washington_mystics_lauren_betts,WNBA,Lauren Betts,Lauren Betts,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304624+00:00,official_roster_text_review_required
washington_mystics_lucy_olsen,WNBA,Lucy Olsen,Lucy Olsen,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304579+00:00,official_roster_text_review_required
washington_mystics_michaela_onyenwere,WNBA,Michaela Onyenwere,Michaela Onyenwere,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304471+00:00,official_roster_text_review_required
washington_mystics_rori_harmon,WNBA,Rori Harmon,Rori Harmon,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304401+00:00,official_roster_text_review_required
washington_mystics_shakira_austin,WNBA,Shakira Austin,Shakira Austin,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304341+00:00,official_roster_text_review_required
washington_mystics_sonia_citron,WNBA,Sonia Citron,Sonia Citron,washington_mystics,active_candidate,https://mystics.wnba.com/roster,2026-06-15T19:56:10.304514+00:00,official_roster_text_review_required
